len||vi||Dictionary||Loanformer||PhoBERT-fused NMT||Transformer
65||Để phòng ngừa tình trạng này, mới đây UBND huyện đã có văn bản yêu cầu các ngành liên quan, nhất là Phòng y tế huyện và Trung tâm y tế huyện Vĩnh Thạnh, cần tăng cường công tác tuyên truyền, hướng dẫn người dân cách nhận dạng các loại nấm độc và tuyệt đối không được sử dụng các loại nấm mọc hoang dại.||Để răp ngừa tình trạng 'nơ̆u , 'nau đây UBND huyên jơh ơĭ wêch bản wă sơmah rim ngành liên quan , loi la Phòng y tê huyên sơm Trung tâm y tê huyên Vĩnh Thạnh , cần kjung cường kơwơng tác tuyên trŭn , tơkan chĕp thương 'binh dân rimh 'yŏk dạng rim loai nấm độc sơm tuyệt đuôĭ bĭ man sử dụng rim loai nấm hon hoang yol .||Sư phong dơt tơdrong anu, anao ơu, UBND huyên jơh ơĭ hla pơtho khan rim nganh liên quan, pơgloh la Phong y tê huyên weng trung tâm y tê huyên Vinh Thanh wă kjung tơdrong pơtho khan, pơtho khan nă ma kơ kach băt rim loai mơu weng pơgloh bi đei chă yuô rim loai mơu hon pơ kuĕ.||Sư phong dơt tơdrong anu, anao ơu, UBND huyên jơh ơĭ hla pơtho khan rim nganh liên quan, pơgloh la Phong y tê huyên weng trung tâm y tê huyên Vinh Thanh wă kjung tơdrong pơtho khan, pơtho khan nă ma kơ kach băt rim loai mơu weng pơgloh bi đei chă yuô rim loai mơu hon pơ kuĕ.||Sư phong dơt tơdrong anu, anao ơu, UBND huyên jơh ơĭ hla pơtho khan rim nganh liên quan, pơgloh la Phong y tê huyên weng trung tâm y tê huyên Vinh Thanh wă kjung tơdrong pơtho khan, pơtho khan nă ma kơ kach băt rim loai mơu weng pơgloh bi đei chă yuô rim loai mơu hon pơ kuĕ.
2||bảo vệ||jư||wăi||Tơjroh||tơnŏ
1||vui||pui||liêm||tơpă||plŏng
63||Phát biểu tại Đại hội, đồng chí Đinh Drin - Phó Bí thư Thường trực Huyện ủy đã biểu dương và ghi nhận những thành tích mà các em thiếu nhi đạt được trong thời gian qua và mong các em phát huy những thành tích đạt được, thi đua học tập tốt, tích cực trong lao động "Tuổi nhỏ làm việc nhỏ".||Phát biểu lơ̆m Đại hội , đồng chí Đinh Drin - Phó Bí kơthơ Thường trực Huyện ủy jơh biểu dương sơm ghi yok rim thành tích mă rim oh bĭ mah nhi đat đơ̆i lơ̆m thơĭ gian kua sơm mong rim oh phát huy rim thành tích đat đơ̆i , tơjroh tơjot hok tập 'lưng , tích hrap tơnat lơ̆m lao trôm gôp " Tuổi 'yĕ pơm tơdrong 'yĕ " .||Pơđam bơl dơnŏ Đai hôi, đ/c Đinh Drin – Pho bĭ thư thương trưk Hŭn uy jơh pơđam bơl weng ghi 'yŏk rim đe hyoh lơ̆m jơnang anu yuô ơ̆u, rim đe hơ-yoh kung jơh pơjing anao rim đe hyoh đat đĕi lơ̆m tơdrong pơm tơjroh", pơjăng lơ̆p hơgĕi tơdrong pơm đơ̆ng rim nă ma kon tơring.||Pơđam bơl dơnŏ Đai hôi, đ/c Đinh Drin, Pho bi thư thương trưc Huyên uy jơh pơtho khan weng rim đơn vi hôi viên lơm jơnang anu yuô ơu, Hôi LHPN huyên jơh pơjing anao rim đe hyoh pơm boi lơm đĕi in: Adring pơjăng lơm tơdrong pơm hok tơp weng pơm boi Nă Hô.||Truh ahrĕi, rim kơp Hôi jơh adrĭng trong glong tơjroh amem the đak, rim tiêu chuân trach nhiêm dêh weng ơnŏ pơm biêk lơm tơdrong đat đei lư thu yok pơjăng; ngo hnhĕi tơjung pơm, pơgop tơdrong pơm unh hnam alưng liêm lơm nưih sơngưm weng ơĭ tơdrong pơgloh lơm rim sơnăm 2019.
29||Thực hiện công tác chuyên môn và phối hợp công tác tổ chức Tinh hoa Võ Việt Quốc tế lần thứ II năm 2019 trong chương trình Liên hoan.||Thực 'boh kơwơng tác chuyên môn sơm phối hợp kơwơng tác tổ chức Tinh pơkau Võ Việt Quốc tế 'măng tơdrong II sơnăm 2019 lơ̆m chương trinh Liên pơkaun .||Pơm tơdrong chuyên môn weng adrĭng tơdrong tô chưk giai đoan 'băl ơbơ̆u không hriêng minh jĭt minh – 'băl ơbơ̆u không hriêng 'băl jĭt minh lơ̆m tơdrong pơlĕi Liên hoan||Pơm tơdrong adrĭng 'Ban Tham vâÊn weng jư vĕi Liên hoan lơ̆m tơdrong pơlĕi Liên hoan Hôi đông đe hơ-yoh lơ̆m tơdrong pơm||Pơm tơdrong pơlĕi Liên hoan lơ̆m tơdrong adrĭng pơnhroh tơdrong Liên hoan đơ̆ng Hŭn đoan kê̆t pơlĕi Liên hoan
71||Nhằm sớm ổn định tình hình dạy và học, đảm bảo hoàn thành chương trình, kế hoạch thời gian năm học 2019 - 2020 theo chỉ đạo của Chủ tịch UBND tỉnh tại Chỉ thị số 09 ngày 22.4.2020 về việc đảm bảo an toàn cho học sinh, học viên, sinh viên trên địa bàn tỉnh khi đi học trở lại sau thời gian tạm nghỉ để phòng, chống dịch Covid-19||Nhằm sruôih ổn định tình hĭnh pơtơ̆p sơm hok , đảm pơđam ăn hoàn thành chương trinh , kế hoạch thơĭ gian sơnăm hok 2019 - 2020 tiê̆ pơchi đạo đơng Chủ tịch UBND tỉnh lơ̆m Chỉ thị ksô 09 năr 22 . puôn . 2020 lơm tơdrong đảm pơđam ăn an toàn ăn hok sinh , hok viên , sinh viên kơpưng địa bàn tỉnh khi năm hok wih piêu đưng kơdŭ thơĭ gian tam pơdơh sư̆ răp , bơdrăng jich Covid - 19||Sư sơruôih tơdrong pơtơp weng hŏk, tơmăn tơl keh kong chương trinh, glong pơnhroh jơnang sơnăm 2019 – 2020 boi pơgơl đơng Chu tich UBND tinh lơm Chi thi ksô 09 năr 22.4.2020 lơm tơdrong tơmăn tơl an toan ăn hok sinh, hok viên, sinh viên lơm tơring tinh jơnang năm hok piêu đơng rong jơdơt jit Covid-19||Sư pơnhôm tơdrong hok weng pơm tơmăn tơl duh chương trinh, glong pơnhroh ăn hok sinh, sinh viên lơm tơring tinh khoa hok keh kong hơgei tơdrong măn tơl an toan đơng Chu tich UBND tinh lơm tơdrong pơgơl jơnang tam pơkă, hok sinh, hok viên lơm tơring tinh jơnang pơdêh||Sư tơmăn tơl tơdrong jit phưk tap, tơdrong pơtho khan tơdrong pơm, jơnang sơnăm 2019, UBND tinh jơh pơgơl, krao jơnang truh đĕi UBND hŭn năm pơnhroh tơmưt pơm sư phong dơt jit Covid-19 lơm tơring tinh jơnang 2016 – 2021
46||Theo đó, nhằm chủ động đối phó với diễn biến thời tiết phức tạp và nâng cao hiệu quả công tác phòng chống thiên tai, lũ lụt, bảo vệ tuyệt đối an toàn hồ thủy lợi Định Bình và các vùng hạ du trong năm 2019||Theo ơ̆i , nhằm kră ŭnh hnam trôm gôp đuôĭ pho sơm diễn biến thời tiết phức tạp sơm pôk yơl hiệu plĕi kơwơng tác răp bơdrăng thiên đon , đak tih đak bơbŏ , jư tuyệt đuôĭ an toàn 'bău thuy lơi Định Bình sơm rim vùng yan tŏ phang du lơ̆m sơnăm 2019||'Boi 'noh, sư chu đông ưng phŏ adrĭng plênh glăi weng pôk xuôn thu 'yŏk tơdrong phong dơt thiên tai, đak tih, jư vĕi an toan klŏng hmŏng đak Đinh Binh weng rim apungha du lơ̆m sơnăm 2019||'Boi 'noh, sư chu đông ưng phŏ adrĭng plênh glăi weng pôk xuôn thu 'yŏk tơdrong phong dơt thiên tai, đak tih, jư vĕi an toan klŏng hmŏng đak Đinh Binh weng rim apungha du lơ̆m sơnăm 2019||'Boi 'noh, sư chu đông ưng phŏ adrĭng plênh glăi weng pôk xuôn thu 'yŏk tơdrong phong dơt thiên tai, đak tih, jư vĕi an toan klŏng hmŏng đak Đinh Binh weng rim apungha du lơ̆m sơnăm 2019
26||Về việc Phê duyệt Chương trình thúc đẩy quyền tham gia của trẻ em vào các vấn đề về trẻ em giai đoạn 2016 - 2020;||Về tơdrong Phê duyệt Chương trinh thúc jơră quyền tham gia đơng 'lơ̆p oh tơmưt rim vấn đề lơm 'lơ̆p oh giai đoạn 2016 - 2020 ;||Lơ̆m tơdrong phê jŭ̆t tơdrong pơm kơjung kŭn adrĭng pơm đơ̆ng đe hơ-yoh tơmưt rim tơdrong lơ̆m đe hơ-yoh jơnang 'băl ơbơ̆u không hriêng minh jĭt drơ̆u – 'băl ơbơ̆u không hriêng 'băl jĭt||Lơ̆m tơdrong phê jŭ̆t tơdrong pơm kơjung kŭn adrĭng pơm đơ̆ng đe hơ-yoh jơnang 'băl ơbơ̆u không hriêng minh jĭt drơ̆u – 'băl ơbơ̆u không hriêng 'băl jĭt||Lơ̆m tơdrong pơm tơdrong pơm kơjung kŭn adrĭng pơm đơ̆ng đe hơ-yoh tơmưt rim tơdrong ăn đe hơ-yoh lơ̆m tơring tinh 'Binh Đinh jơnang 'băl ơbơ̆u không hriêng minh jĭt drơ̆u – 'băl ơbơ̆u không hriêng 'băl jĭt
49||Tại buổi tập huấn các nông dân được Tiến sỹ Sravani - chuyên gia về an toàn thực phẩm và Tiến sỹ Fran chuyên gia về công nghệ sau thu hoạch truyền đạt các yêu cầu an toàn thực phẩm trong khi thu hoạch và sau thu hoạch rau||Tại jơnang tập huấn rim tuôih dân đơ̆i Tiến sỹ Sravani - chuyên gia lơm an toàn thực phẩm sơm Tiến sỹ Fran chuyên gia lơm kơwơng nghệ đưng kơdŭ akŏm trŭn đat rim wă sơmah an toàn thực phẩm lơ̆m khi akŏm sơm đưng kơdŭ akŏm hla 'nhem||Dơnŏ măng pơtho khan, rim nă ma đei Tiên sy Sravani – chuyên gia lơ̆m an toan đô sa weng Tiên sy Fran – chuyên gia lơ̆m công nghê đơ̆ng rŏng thu 'yŏk pơtho khan rim tơdrong an toan đô sa lơ̆m jơnang thu 'yŏk weng đơ̆ng rŏng thu 'yŏk hla nhĕm||Dơnŏ măng pơtho khan, rim nă ma đei Tiên sy Sravani – chuyên gia lơ̆m an toan đô sa weng Tiên sy Fran – chuyên gia lơ̆m công nghê đơ̆ng rŏng thu 'yŏk pơtho khan rim tơdrong an toan đô sa lơ̆m jơnang thu 'yŏk weng đơ̆ng rŏng thu 'yŏk hla nhĕm||Dơnŏ măng pơtho khan, rim nă ma đei Tiên sy Sravani – chuyên gia lơ̆m an toan đô sa weng Tiên sy Fran – chuyên gia lơ̆m công nghê đơ̆ng rŏng thu 'yŏk pơtho khan rim tơdrong an toan đô sa lơ̆m jơnang thu 'yŏk weng đơ̆ng rŏng thu 'yŏk hla nhĕm
2||diều hâu||klang pơsum||krau||klang||sem klang
41||Bên cạnh đó trong năm 2019, các cấp Hội NCT trên địa bàn  huyện đã tổ chức mừng thọ cho 1.450 cụ; Trong đó độ tuổi từ 60 đến 80 là 1.230 cụ, độ tuổi từ 80 trở lên 220 cụ||Bên cạnh ơ̆i lơ̆m sơnăm 20minh9 , rim cấp Hội NCT kơpưng địa bàn huyên jơh tổ chức hưch thọ ăn minh . 450 ư ; Trong ơ̆i độ sơnăm từ 60 đến 80 la minh . 230 ư , độ sơnăm từ 80 trở suôn 220 ư||||||
44||Bên cạnh công tác tuyên truyền vận động, Hội Cựu chiến binh huyện trong thời gian qua còn tập trung đẩy mạnh phong trao thi đua phát triển kinh tế, giúp nhau xóa đói giảm nghèo trong hội viên và quần chúng nhân dân.||Bên cạnh kơwơng tác tuyên trŭn vận trôm gôp , Hội Cựu chiến binh huyên lơ̆m thơĭ gian kua ară pơnhôm jơră pran phong trao tơjroh tơjot pơjing kinh tế , tơgŭm dih bơl sut pơngot giảm dơnuh lơ̆m hội viên sơm kuơ̆n chúng kon tring .||||||
33||Bón thúc vào lần 2 và 3: trộn đều các loại phân hóa học rải đều trong vòng tán cây, với đảo sâu 4-5cm vùi đất lấp kín, tủ rơm rác giữ ẩm.||Bón thúc tơmưt 'măng 'bar sơm pêng : jrơ̆u hơdơi rim loai ich hóa hok ta hơdơi lơ̆m kong gơdai 'long , sơm wơl jơrông puôn - 5cm 'bŭ teh 'bŭ sil , tủ hơnong rác jư lơngơp lơngơp .||||||
45||Phần kinh phí còn lại, các địa phương tự cân đối từ các nguồn vốn huy động hợp pháp khác để xây dựng hoàn thành công trình, trên cơ sở dự toán công trình được lập theo hướng dẫn của các sở, ngành liên quan.||Phần kinh phí ară lại , rim địa phương jjo inh cân đuôĭ từ rim nguồn vốn huy trôm gôp hợp pháp nai sư̆ xây dựng hoàn thành kơwơng trình , kơpưng kơ sơ dự toán kơwơng trình đơ̆i lập tiê̆ tơkan chĕp đơng rim sở , ngành liên quan .||||||
14||Thời gian: Họp 1 năm 02 lần, trước kỳ họp Hội đồng trẻ em.||Jơnang : Họp minh sơnăm 02 'măng , adrol kỳ hop Hội đồng 'lơ̆p oh .||||||
1||rùa||kop||||tơpă||sŏp
34||Hội đã phối hợp với ban tuyên giáo huyện tổ chức nói chuyện thời sự 5 buổi, có 200 hội viên, 350 đoàn viên, thanh niên và 600 quần chúng nhân dân tham gia||Hội jơh phối hợp sơm ban tuyên tak huyên tổ chức pơđam chuyên thời sự pơđăm jơnang , ơĭ 200 hội viên , 3pơđăm0 đoan viên , thanh niên sơm 600 kuơ̆n chúng kon tring tham gia||Hôi jơh adrĭng 'ban giao tuyên giao hŭn pơlĕi 'bĭa pơđam 'bơl đon, pơgloh ơĭ 600 'yŏk, đe adruh tơdăm pơlĕi weng 600 tŭn||Hôi jơh adring pơlok 03 măng pơtho khan tơdrong jao lưu đông đe hyoh, kon tơring pơlĕi K6, Đoan đe adruh tơdăm weng pơgloh tơdăm||Hôi CCB huyên jơh pơlŏk măng krao akom điêm ky 2019 weng nă ma adrĭng pơm Hôi đông đe hơ-yoh
25||100% tân binh, người nhà và đại biểu được đo thân nhiệt và thực hiện sát khuẩn trước khi vào khu vực giao nhận quân||100 % tân binh , thương 'binh hnam sơm đại biểu đơ̆i đo akău nhiệt sơm thực 'boh tơklep apungẩn adrol khi sơmo apung jrŭ giao 'yŏk quân||100% tân binh, ŭnh hnam weng nă ma pơgơl đĕi đo thân nhiêt weng đĕi sat khuân adrol jơnang tơmưt apung pơjao 'yŏk quân||100% tân binh, ŭnh hnam weng nă ma pơgơl đĕi đo thân nhiêt weng đĕi sat khuân adrol jơnang tơmưt apung pơjao 'yŏk quân||100% tân binh, ŭnh hnam weng nă ma pơgơl đĕi đo thân nhiêt weng đĕi sat khuân adrol jơnang tơmưt apung pơjao 'yŏk quân
58||Nội dung sinh hoạt đảng từng bước được đổi mới, chất lượng đảng viên, chất lượng sinh hoạt chi bộ được nâng lên, vị trí, vai trò lãnh đạo của cấp ủy, của tổ chức cơ sở đảng ngày càng được khẳng định, niềm tin của quần chúng nhân dân đối với Đảng ngày càng được gắn chặt||Nôi jung sinh hoạt đảng từng yak năm đơ̆i tơplih 'nau , tơdrong thu 'yŏk đĕh đang viên , tơdrong thu 'yŏk đĕh sinh hoạt chi bộ đơ̆i pôk suôn , vi tri , sơhngliêng trò lãnh đạo đơng cấp ủy , đơng tổ chức kơ sơ đảng năr càng đơ̆i khẳng định , niềm tin đơng kuơ̆n chúng kon tring đuôĭ sơm Đang năr càng đơ̆i pơtep koh||Nôi dung sinh rim tơdrong đei pơlok, tơdrong thu yok đei đang viên, sinh hoat dech đei pôk xuôn, vi tri, tơdrong pơgơl đơng kơp uy, khul pơgơl, đơng kơp uy, tơdrong lui đơng kon tơring adring Đang năr kang đei pơgloh||Tơdrong sinh hoat đang rim tơdrong đei pơloih anao, tơdrong thu yok đei đang viên weng sinh hoat chi bô đei pôk xuôn, vi tri, tơdrong pơgơl đơng kơp uy, đơng tô chưk cơ sơ đang năr kang đei alưng, tơdrong lui đơng nă ma kon tơring adring Đang năr kang đei kơjăp||Tơdrong sinh hoat đang rim tơdrong đei pơloih anao, tơdrong thu yok đei đang viên weng sinh hoat chi bô đei pôk xuôn, vi tri, tơdrong pơgơl đơng kơp uy, đơng tô chưk cơ sơ đang năr kang đei alưng, tơdrong lui đơng nă ma kon tơring adring Đang năr kang đei kơjăp
2||mẹ ghẻ||mĭ yăng||đe hơ 'yĕ||'bok kla pơhum||Jư vĕi
2||người già||bơngai kră||bơngai kră sơ̆||bơngai kră||bơngai kră
57||Thời gian qua, UBND huyện Vĩnh Thạnh luôn xác định việc đẩy mạnh ứng dụng công nghệ thông tin, triển khai thực hiện phần mềm một cửa điện tử có ý nghĩa quan trọng trong công tác cải cách hành chính cũng như hoạt động quản lý, điều hành của lãnh đạo các cơ quan, địa phương.||Jơnang kua , UBND huyên Vĩnh Thạnh lơh xác định tơdrong jơră pran ứng dụng kơwơng nghệ thông tin , triển mu krŏng thực 'boh phân lơmek minh 'măng điên tử ơĭ ý nghĩa kuan trọng lơ̆m kơwơng tác cải rimh hành noh kung như bơngai quản lý , tơdrong hành đơng lãnh đạo rim cơ kuan , địa phương .||Jơnang anu yuô ơu, UBND huyên Vinh Thanh dech pơtho khan tơdrong jơră dêh ưng jung CNTT, pơnhroh pơm phân mêm môt cưa điên tư ơĭ tơdrong pơgloh lơm tơdrong cai cach hanh chinh kung in tơdrong pơm ngo hnhei, pơgơl đơng pơgơl rim kơ kuan, cham pơlei.||Jơnang anu yuô ơu, UBND huyên Vinh Thanh dech pơtho khan tơdrong jơră dêh ưng jung CNTT, pơnhroh pơm phân mêm môt cưa điên tư ơĭ tơdrong pơgloh lơm tơdrong cai cach hanh chinh kung in tơdrong pơm ngo hnhei, pơgơl đơng pơgơl rim kơ kuan, cham pơlei.||Jơnang anu yuô ơu, UBND huyên Vinh Thanh dech pơtho khan tơdrong jơră dêh ưng jung CNTT, pơnhroh pơm phân mêm môt cưa điên tư ơĭ tơdrong pơgloh lơm tơdrong cai cach hanh chinh kung in tơdrong pơm ngo hnhei, pơgơl đơng pơgơl rim kơ kuan, cham pơlei.
49||Bước sang năm 2020, Ngân hàng Chính sách xã hội huyện phấn đấu tăng trưởng dư nợ đạt 100%; không để nợ quá hạn phát sinh; huy động tiền gửi tiết kiệm qua tổ tiết kiệm và vay vốn đạt 100%; xử lý kịp thời 100% nợ đến hạn||Bước sơnăm 'nau 2020 , Ngân hàng Chính sơ̆p hla bơ-al sa hôi huyên phơ̆ng đấu kjung trưởng jư srê đat 100 % ; bĭ sư̆ srê hluôi hạn phát sinh ; huy trôm gôp jên gơi tiết kiệm kua tổ tiết kiệm sơm 'yŏk adrol vốn đat 100 % ; xử lý wă nưih 100 % srê truh hạn||Sơnăm 2020, NHCSXH hŭn pran kơjung lơkah sơre đat 100%; bi sư sơre đi jơnang pơjing; krao jên gưi amăn qua sô amăn weng vĕi jên đat 100%; xư ly tơtam 100% sơre truh jơnang||Sơnăm 2020, NHCSXH hŭn pran kơjung lơkah sơre đat 100%; bi sư sơre đi jơnang pơjing; krao jên gưi amăn qua sô amăn weng vĕi jên đat 100%; xư ly tơtam 100% sơre truh jơnang||Sơnăm 2020, NHCSXH hŭn pran kơjung lơkah sơre đat 100%; bi sư sơre đi jơnang pơjing; krao jên gưi amăn qua sô amăn weng vĕi jên đat 100%; xư ly tơtam 100% sơre truh jơnang
25||Xây dựng 01 khu ký túc xá cho sinh viên các Trường Cao đẳng Bình Định, Trường Đại học Quang Trung và các trường khác||Xây dựng 01 apung kyê tŭk sa ăn sinh viên rim Trường Cao đẳng Bình Định , Trường Đại hok Quang Trung sơm rim trương nai||Tơjung pơm minh kyê tŭk sa ăn sinh viên rim trương Đai hŏk, Cao đăng, Trung kơ̆p chŭn nghiêp weng rim trương nai||Tơjung pơm kyê ăn sinh viên rim trương Đai hŏk, Cao đăng, Trương Đai hŏk Kuang Trung weng rim trương Đai hŏk ngoai ngư||Thoi 'noh rim trương Đai hŏk, Cao đăng, Trung kơ̆p chŭn nghiêp weng pơjing rim trương nai, trương nai lơ̆m apung teh tinh
105||Trong đó tập trung vào một số mục tiêu, chỉ tiêu như: Tốc độ tăng trưởng kinh tế bình quân tăng 14,9%; phấn đấu nâng mức thu nhập bình quân đầu người đạt 20 triệu đồng/người/năm; tỷ lệ hộ nghèo hằng năm giảm từ 6 đến 7%; tỷ lệ lao động nông thôn qua đào tạo, tập huấn đạt trên 40%; thu ngân sách tăng từ 8% trở lên; hằng năm có 20% chi bộ đảng đạt trong sạch vững mạnh trở lên, không có chi bộ yếu kém; tỷ lệ kết nạp đảng viên hàng năm đạt từ 5-6% so tổng số đảng viên||Lơ̆m noh pơnhôm tơmưt minh ksô buk tiêu , pơchi tiêu như : Tốc độ kjung trưởng kinh tế bình quân kjung 14 , sĭn % ; phơ̆ng đấu pôk dang 'noh thu nhập bình quân kơ̆l thương 'binh đat 20 triê̆u đông / thương 'binh / sơsơsơsơnăm ; ty lê hộ dơnuh hằng sơsơsơsơnăm giảm từ dơdrơ̆u truh tơpơh % ; ty lê lao trôm gôp tuôih thôn kua đao tao , tập huấn đat kơpưng 40 % ; thu ngân sơ̆p hla bơ-al kjung từ tơhngam % trở suôn ; hằng sơsơsơsơnăm ơĭ 20 % chi bộ đảng đat lơ̆m iêl kơjăp pran trở suôn , không ơĭ chi bộ khĕ đim khơh ; ty lê kêt nap đang viên hàng sơsơsơsơnăm đat từ pơđăm - dơdrơ̆u % so tông ksô đang viên||||||Lơm noh pơnhôm tơmưt minh ksô tơdrong in: Tôc đô kjung kinh tê tinh jơnum kjung 13,4%; pran pôk mưk thu yok tinh jơnum kơl bơngai đat 28 triêu đông minh anu minh sơnăm; ty lê unh hnam dơnuh tơjul đơng 3 – 5%; ty lê lao đông cham pơlei qua đao tao, tâp huân đat loi 90%; thu ngân sach kjung đơng 2% kjung; rim sơnăm ơĭ 20% chi bô keh kong pơgloh tơdrong pơm, bi ơĭ chi bô khe; Đang bô đat uôil iêl kơjăp đi nhiêm ky
